809;XbitMoney;155289860990;1435;754895
825;MyChanger;;0;1170960
816;WM007;;0;26066
840;YoChange;;0;166856791
839;MyInvestStory;;0;3050
821;ExchangeTeam;;0;37146211
815;Belqi;;0;23283231
842;AllMoney;406103529800;225;378765
850;Keine-Exchange;;0;6419367
846;ExchangeYourMoney;;0;955570
848;SwapCoin;;0;14456077
852;RamonCash;;0;12461886
857;Paytiz;227421344645;224;4484484
855;CoinStart;;0;4273216
858;FixedFloat;;0;3805871
861;Fex24;;0;237712
865;Bixter;;0;9981529
869;ExpoChange;412963033166;0;291287
866;Delets;;0;13769024
872;WM-Obmen;362955051206;1755;55099
871;BitokMe;;0;301110170
895;CryptoBarMen;;0;7013450
867;Сумма;;0;4272042
870;Alfa-Trades;;0;16070441
882;BuyBank;;0;4424726
881;AllTrustMe;;0;4026033
877;Об-мен;963523258975;53;333562
890;Bitcoff;631856629771;0;547884
884;Cryptex;;0;2249743
907;ObmenAT24;;0;5358291
905;TraiderIdeal;;0;45346
902;BTC-Волга;;0;2559563
897;AnonEx;;0;2296667
888;GramBit;;0;441933789
894;КупиБит;;0;1766160
887;KZObmen;;0;15241
898;Вобменка;;0;319042
901;WMStar;310224582545;0;669036
899;CoinShop24;;0;108092907
900;Obmen-Box;;0;38854933
896;CoinChanger;;0;170817
910;WMT;797230232341;0;57797
915;CoinGuru;;0;35984422
914;Ex-code;;0;4944
989;CoinsBlack;890273718097;0;1244355
913;Quantex;;0;7424536
917;Micro-exchange;;0;34099444
916;Cryptos;;0;497903
925;Sunduk;;0;213396
918;КриптоРай;;0;338615
939;EuroBit;;0;5941495
935;Wiki-Exchange;;0;137744324
922;PayWallet;;0;120495
923;HD-Change;;0;30895
943;TopCash;;0;734380
928;CriptoMoney24;;0;4508783
933;TytCash;;0;53128
929;RoyalCash;;0;435116341
930;Crypto-Store;;0;157854
942;ExHub;;0;15825987
944;EExchanger;330964771407;0;5915511
947;Dynasty-Pay;;0;952797
949;Coco-Pay;;0;22221104
948;AbcObmen;;0;227794037
951;PrideChange;;0;28469911
952;ExLine;;0;105080
954;EggChange;;0;75135486
961;MyBTC;;0;50651181
960;Crybex;195257639270;0;15552680
959;ExchangeKey;;0;36665319
953;Livex;;0;34786
956;Обменко;;0;5816891
958;24Zone;;0;47767359
962;StyleBTC;;0;138642
963;Global-Ex;;0;54802
955;AlfaBit;;0;28928016
966;BlaBlaChange;;0;55560920
964;ExBase;;0;783630
1018;BissonExchange;;0;573729
967;КриптоОбмен;;0;586872
981;WMChanger;032757413663;0;1246700
1016;Банкир;;0;377765
997;CoinJoin;;0;17765156
985;Tuco;;0;5722003
983;Bitality;;0;12636797
968;CryptoMax;;0;98807482
973;Number1;;0;7934047
977;CityBit;;0;226220
984;Cash-Bit;;0;169971
969;4Money;;0;62518508
994;TipTopObmen;;0;49606727
976;ChangeProject;;0;562361277
992;OneMoment;;0;34738892
970;AlfaChange;;0;35420010
987;Itez;;0;2808779
972;BigPay;865127628943;0;21641
974;BestKurs24;;0;12031
980;GrandChange;;0;287914983
975;PremierCash;;0;570199
986;PayFull;;0;77390
1011;IChangeOne;137024936562;0;732362
999;LetsPay;;0;2167550
1003;Crypto-Market24;;0;0
998;Момент;;0;22194
1027;Nordex;;0;7393576
1013;AvanChange;359556728149;0;43656004
1008;BroExchange;;0;1457859
1005;EezyCash;594705036984;3;21939107
1006;Сова;;0;2149113
1002;ExCenter;;0;10233650
1001;CatBit;;0;2203452
1000;BazaObmena;;0;33222268
1007;Platex;;0;0
1014;Coin24;;0;50588131
1015;ТочкаОбмена;512160110371;0;12772
1012;CoinsChanger;;0;6704619
1020;Bit2Cash;;0;585081
1010;Coinumm;;0;1160322
1032;Crypto-Bank;;0;410127
1026;Ripae;;0;1579
1021;Крипта;;0;3053428
1009;CryptoShopping;;0;16021
1019;001K;156178959868;66;3627745
1029;SwiftChange;;0;9752533
1004;ExWm;910856141988;329;21216
1022;Change-Master;238890286272;2120;2555343
1038;Обама;455223738561;200;1610177
1036;CoinCat;;0;402815
1028;BtcSale;;0;2482452
1030;4Pay;;0;28037
1023;UnioChange;;0;294078
1033;CosmoChanger;;0;32974879
1025;GlobalBits;;0;15819518
1035;CryptoXchange;;0;6276551
1024;Just-Exchanger;;0;18682
1037;Crypik;;0;1492279
1034;ClickPay;285857469245;74;4839055
1047;Money-Office;;0;10422081
1046;Муха;;0;396181
1045;AgCash;;0;3159
1044;BitBong;;0;9588985
1041;AnyExchange;;0;18009048
1042;CoinBox;;0;307343
1049;BlaBlaMoney;;0;16195979
1050;Kursov24;;0;14351822
1055;Finex24;;0;17017625
1054;24BitBank;;0;2011255
1053;ATMExchanger;;0;62563
1059;Обменка;;0;49286
1052;Artek-Exchanger;;0;28825
1057;Fly-Pay;206304305615;227;0
1056;First-BTC;;0;11497518
1051;КриптоКасса;;0;609254
1061;Adb;;0;0
1060;CryptoStrike;;0;48978636
